config,question,in_doc,top_score,controls_triggered,abstained,verdict,answer
Baseline,"What is the name of the song that was written by Ed Sheeran, Benny Blanco and Bieber, and was remixed by Zaeden, an Indian DJ and music producer?",False,0.28,,False,HALLUCINATED,"주어진 참고 문서에는 Ed Sheeran, Benny Blanco, 그리고 Justin Bieber가 함께 작업한 노래에 대한 정보가 포함되어 있지 않습니다. 그러나 일반적으로 이 노래는 ""Love Yourself""로 알려져 있으며, Zaeden이 리믹스한 버전도 있습니다. 추가적인 정보가 필요하시면 말씀해 주세요!"
Baseline,which British coming of age sitcom television series was James Buckley  known for playing Jay Cartwright in  ,False,0.311,,False,HALLUCINATED,"James Buckley is known for playing Jay Cartwright in the British coming-of-age sitcom television series ""The Inbetweeners."" This show follows a group of teenage friends navigating the ups and downs of adolescence."
Baseline,What did Abd el-Krim regret not attacking?,True,0.435,,False,GROUNDED,"Abd el-Krim regretted not attacking Melilla, the biggest base of Spanish troops in the eastern Rif, after his forces achieved victory at Annual. He later admitted that his decision to order his forces not to attack the town was his ""biggest mistake,"" as he believed that the presence of citizens from other European nations in Melilla could lead to their intervention in the conflict if harm came to them. This decision ultimately allowed the Spanish to reinforce their position and begin the slow process of recovering lost territory."
Baseline,"Signet Jewelers owns what Delaware based retailer, along with Kay and Jared?",True,0.804,,False,GROUNDED,"Signet Jewelers owns the Delaware-based retailer Zales, along with Kay Jewelers and Jared."
Baseline,"Joseph Bottum wrote about what type of politics, best known for being practiced by adherents from the 1970s through the 2000s?",False,0.302,,False,HALLUCINATED,"Joseph Bottum은 주로 보수주의와 관련된 정치에 대해 글을 썼습니다. 그는 1970년대부터 2000년대까지의 보수주의 정치의 발전과 그에 따른 문화적 영향에 대해 논의했습니다. Bottum은 보수주의가 어떻게 미국 사회와 정치에 영향을 미쳤는지를 탐구하며, 이 시기에 보수주의자들이 직면한 도전과 기회를 분석했습니다."
Baseline,salary exchange pension contributions,True,0.655,,False,GROUNDED,"Salary exchange, 또는 salary sacrifice는 직원이 자신의 급여의 일부를 포기하고 그 대신 고용주가 연금 기여금을 지급하는 방식입니다. 이 방법은 고용주와 직원 모두에게 비용 절감의 기회를 제공합니다. 직원은 급여의 일부를 포기함으로써 세금이 부과되는 급여가 줄어들어 세금 부담이 경감될 수 있으며, 고용주는 직원의 급여가 줄어들기 때문에 사회보험료(NICs)를 절감할 수 있습니다.  예를 들어, 특정 연금 계획에 따라 직원이 정기적으로 기여하는 금액이 급여의 일정 비율로 정해져 있습니다. 예를 들어, USS(Universities Superannuation Scheme) 회원의 경우, 2011년 10월 1일부터 급여의 7.5%를 기여하게 됩니다. 이와 같은 방식으로, 직원이 포기한 급여와 동일한 금액이 고용주에 의해 해당 연금 계획에 기여됩니다.  이러한 급여 교환 방식은 직원들이 연금 기여를 보다 효율적으로 관리할 수 있도록 도와주며, 고용주에게도 재정적인 이점을 제공합니다. 이를 통해 직원들은 장기적으로 더 많은 연금 자산을 축적할 수 있는 기회를 가지게 됩니다."
Baseline,What is the name of the director and actor with success that led to work on a film which follows a group of friends who discover an alien invasion during an epic pub crawl?,False,0.311,,False,HALLUCINATED,"The film you are referring to is ""The World's End,"" directed by Edgar Wright. The movie follows a group of friends who discover an alien invasion during an epic pub crawl. Edgar Wright is known for his successful collaborations with actors Simon Pegg and Nick Frost, who star in the film."
Baseline,How many losses did the Hawks have in January?,False,0.211,,False,GROUNDED,"제공된 참고 문서에는 ""Hawks""라는 팀이나 그들의 경기 결과에 대한 정보가 포함되어 있지 않습니다. 따라서 Hawks의 1월 경기에서의 패배 수에 대한 정보를 제공할 수 없습니다. 추가적인 정보나 다른 질문이 있다면 도와드리겠습니다!"
Baseline,In what year was the book published that first talks about biopower?,False,0.22,,False,GROUNDED,"참고 문서에는 ""biopower""에 대한 언급이 없으므로, 해당 주제에 대한 정보를 제공할 수 없습니다. 그러나 ""biopower""라는 개념은 미셸 푸코(Michel Foucault)의 작업에서 중요한 역할을 하며, 그의 저서 ""The History of Sexuality, Volume 1""에서 처음으로 자세히 다루어졌습니다. 이 책은 1976년에 출판되었습니다. 추가적인 질문이 있으시면 언제든지 말씀해 주세요!"
Baseline,Move Under Ground combines the cosmic horror of H.P. Lovecraft's Cthulhu Mythos with the Beat style of an American novelist and poet who was born when?,True,0.767,,False,GROUNDED,"Move Under Ground combines the cosmic horror of H.P. Lovecraft's Cthulhu Mythos with the Beat style of Jack Kerouac, an American novelist and poet who was born on March 12, 1922."
Baseline,The Cross Coounty Community School's mascot is the second-heaviest cat after which animal?,True,0.721,,False,HALLUCINATED,"Cross County Community School's mascot is the Cougar, which is the second-heaviest cat in the New World, after the jaguar."
Baseline,"When did the British/Irish digital television channel, which features Spliced, first launch?",False,0.219,,False,GROUNDED,참고 문서에는 British/Irish 디지털 텔레비전 채널과 관련된 정보가 포함되어 있지 않습니다. 따라서 Spliced가 방영되는 채널의 첫 런칭 날짜에 대한 정보를 제공할 수 없습니다. 추가적인 정보가 필요하시다면 다른 출처를 참고하시거나 구체적인 질문을 해주시면 도움을 드리겠습니다.
Baseline,In which year did Tom Gray aid in the discovery of a hominid fossil,False,0.218,,False,GROUNDED,주어진 참고 문서에는 Tom Gray가 호미니드 화석 발견에 기여한 연도에 대한 정보가 포함되어 있지 않습니다. Tom Gray와 관련된 정보가 필요하다면 다른 자료를 참고하시거나 추가 질문을 해주시면 도움을 드리겠습니다.
Baseline,"What do these both have in common, the military or the secret service?",False,0.213,,False,HALLUCINATED,"주어진 참고 문서에서 언급된 두 가지 주제는 영화 ""Something to Hide""와 공항 정보입니다. 이 두 가지는 직접적으로 군대나 비밀 서비스와 관련이 없지만, 공항 정보에서 ""Minneapolis–Saint Paul International Airport""와 ""Cheyenne Regional Airport""는 모두 군사적 용도로도 사용되는 공항이라는 점에서 공통점이 있습니다.   즉, 두 공항 모두 민간과 군사 용도로 사용되는 공항으로, 이는 군대와 관련된 요소를 포함하고 있습니다. 그러나 영화 ""Something to Hide""는 군대나 비밀 서비스와는 관련이 없는 스릴러 영화입니다. 따라서 이 두 주제의 공통점은 군사적 용도로 사용되는 공항이라는 점입니다."
Baseline,"Matt Doheny ran in the Republican primary for New York's 21st congressional district, a congressional district for the United States House of Representatives that is currently represented by who?",False,0.25,,False,HALLUCINATED,"Matt Doheny ran in the Republican primary for New York's 21st congressional district, which is currently represented by Elise Stefanik. She has been serving in this role since 2015."
Baseline,What position did the professional athlete play who was the grandson of the man who designed the Los Angelos Rams Logo?,False,0.257,,False,GROUNDED,"죄송하지만, 제공된 참고 문서에는 로스앤젤레스 램스 로고를 디자인한 사람의 손자와 관련된 전문 운동선수에 대한 정보가 포함되어 있지 않습니다. 따라서 그 선수의 포지션에 대한 정보를 제공할 수 없습니다. 추가적인 정보나 다른 질문이 있으시면 도와드리겠습니다!"
Baseline,Who won the Super Bowl that Big Bad Voodoo Daddy performed at the half-time show?,True,0.504,,False,GROUNDED,"Big Bad Voodoo Daddy performed at the half-time show of Super Bowl XXXIII, which took place in 1999. The Denver Broncos won that Super Bowl, defeating the Atlanta Falcons with a score of 34–19. This victory marked the Broncos' second consecutive Super Bowl win."
Baseline,Are University of Patras and Manhattan College both public universities?,True,0.706,,False,GROUNDED,"아니요, University of Patras는 공립 대학이지만, Manhattan College는 사립 대학입니다. University of Patras는 그리스 파트라스에 위치한 공립 대학이며, Manhattan College는 미국 뉴욕 브롱크스에 위치한 사립 로마 가톨릭 리버럴 아츠 대학입니다."
Baseline,"Call Me is the theme to ""American Gigolo"", written by a rock band of which nationality?",False,0.26,,False,HALLUCINATED,"""Call Me""는 1980년대 영화 ""American Gigolo""의 주제곡으로, 미국의 록 밴드 블론디(Blondie)가 작곡했습니다. 블론디는 뉴욕 출신의 밴드로, 1970년대 후반과 1980년대 초반에 큰 인기를 끌었습니다."
Baseline,"Savage Grace is based on the dysfunctional, allegedly incestuous relationship between which wealthy American socialite who was murdered and her son, Antony?",True,0.532,,False,GROUNDED,"""Savage Grace""는 부유한 미국 사회계 여성인 바바라 달리 베이클랜드(Barbara Daly Baekeland)와 그녀의 아들 앤서니 ""토니"" 베이클랜드(Antony ""Tony"" Baekeland) 간의 기능 장애가 있는, 주장된 근친상간 관계를 바탕으로 하고 있습니다. 바바라 베이클랜드는 그녀의 아들에 의해 살해되었습니다."
Baseline,What 2014 French comedy won two awards at the 20th Lumières Awards?,True,0.602,,False,GROUNDED,"2014 French comedy ""Love at First Fight"" (French: Les Combattants) won two awards at the 20th Lumières Awards. The film was directed by Thomas Cailley and is a romantic comedy that gained recognition for its unique storytelling and performances."
Baseline,How many in percent from the census weren't swedish?,True,0.476,,False,GROUNDED,"2000년 인구 조사에 따르면, 스웨덴계 인구는 전체 인구의 13.9%를 차지합니다. 따라서 스웨덴계가 아닌 인구 비율은 100% - 13.9% = 86.1%입니다. 즉, 전체 인구의 약 86.1%가 스웨덴계가 아닙니다."
Baseline,Me and the Colonel was a film based on the play by the novelist of what nationality?,False,0.357,,False,HALLUCINATED,"""Me and the Colonel""는 1958년에 개봉된 영화로, 이 영화는 프랑스의 소설가인 ""Jacques Remy""의 연극을 바탕으로 하고 있습니다. 따라서, 이 작품은 프랑스 출신의 작가의 작품에 기반하고 있습니다."
Baseline,"Henry Chidley Reynolds, was a New Zealand farm manager, butter manufacturer and exporter, he began manufacturing butter in 1886 and soon adopted as a brand name, Anchor, a brand of dairy products that was founded in New Zealand, in which year?",False,0.231,,False,HALLUCINATED,"Anchor 브랜드는 1886년에 뉴질랜드에서 설립되었습니다. 헨리 치들리 레이놀즈는 이 해에 버터 제조를 시작하였고, 이후 Anchor라는 브랜드 이름을 채택하였습니다. Anchor는 뉴질랜드의 유제품 브랜드로 잘 알려져 있습니다."
Baseline,"Which competitor to ""Strange Stories"" was edited by John W. Campbell?",True,0.728,,False,GROUNDED,"""Strange Stories"" was unable to compete with ""Unknown"" (also known as ""Unknown Worlds""), which was edited by John W. Campbell. ""Unknown"" was launched in 1939, the same year as ""Strange Stories."""
Baseline,What is the FY2021 unadjusted EBITDA less capex for AMD? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization [from cash flow statement]. Answer in USD millions. Calculate what was asked by utilizing the line items clearly shown in the cash flow statement and the P&L statement.,True,0.538,,False,GROUNDED,"To calculate the FY2021 unadjusted EBITDA less capex for Advanced Micro Devices, Inc. (AMD), we will follow these steps:  1. **Calculate Unadjusted EBITDA**:    - Unadjusted Operating Income (from the Consolidated Statements of Operations): **$3,648 million**    - Depreciation and Amortization (from the Consolidated Statements of Cash Flows): **$407 million**     \[    \text{Unadjusted EBITDA} = \text{Operating Income} + \text{Depreciation and Amortization}    \]    \[    \text{Unadjusted EBITDA} = 3,648 + 407 = 4,055 \text{ million USD}    \]  2. **Calculate Capex**:    - Purchases of Property and Equipment (from the Consolidated Statements of Cash Flows): **$301 million**  3. **Calculate Unadjusted EBITDA less Capex**:    \[    \text{Unadjusted EBITDA less Capex} = \text{Unadjusted EBITDA} - \text{Capex}    \]    \[    \text{Unadjusted EBITDA less Capex} = 4,055 - 301 = 3,754 \text{ million USD}    \]  Thus, the FY2021 unadjusted EBITDA less capex for AMD is **$3,754 million USD**."
Baseline,Grégory Levasseur produced the 2003 horror film directed by whom?,True,0.699,,False,GROUNDED,"Grégory Levasseur는 2003년 공포 영화 ""High Tension""을 제작하였으며, 이 영화는 Alexandre Aja가 감독했습니다."
Baseline,Does the valine allele of the V89L polymorphism in the 5-alpha-reductase gene confer a reduced risk for hypospadias?,True,0.754,,False,GROUNDED,"네, V89L 다형성에서 발린(Valine) 대립유전자(V89 allele)는 하이포스파디아(hypospadias)에 대한 위험을 줄이는 것으로 나타났습니다. 연구에 따르면, V89 대립유전자를 가진 동형접합체(homozygous individuals)는 하이포스파디아에 대해 유의미한 부정적인 연관성을 보였으며, 이들은 남성 요도 발달을 보호하는 역할을 하는 것으로 해석됩니다. 구체적으로, V89 대립유전자를 가진 경우의 오즈 비율(odds ratio)은 0.24로, 이는 하이포스파디아의 발생 위험이 상당히 낮아진다는 것을 의미합니다. 따라서, 발린 대립유전자는 하이포스파디아의 위험을 줄이는 데 기여하는 것으로 볼 수 있습니다."
Baseline,Which Yale professor has written 150 articles for the American mass circulation monthly magazine that features scientific information on child development?,True,0.503,,False,GROUNDED,"James P. Comer is the Yale professor who has written more than 150 articles for the American mass circulation monthly magazine, Parents. This magazine features scientific information on child development aimed at helping parents in raising their children."
Baseline,In which year did Lawrence Fishburne play an early pioneer of of fifties rock and roll?,True,0.347,,False,GROUNDED,"Laurence Fishburne played Ike Turner, an early pioneer of fifties rock and roll, in the film ""What's Love Got to Do with It,"" which was released in 1993."
Baseline,Are serum calcium levels elevated among women with untreated postmenopausal breast cancer?,False,0.284,,False,GROUNDED,"주어진 참고 문서에는 여성의 미처리된 폐경 후 유방암과 관련된 혈청 칼슘 수치에 대한 정보가 포함되어 있지 않습니다. 그러나 일반적으로 폐경 후 여성에서 유방암이 진행되면 뼈 전이가 발생할 수 있으며, 이 경우 혈청 칼슘 수치가 상승할 수 있습니다. 이는 뼈에서 칼슘이 방출되기 때문입니다. 하지만 구체적인 연구 결과나 데이터는 제공된 문서에 포함되어 있지 않으므로, 이 주제에 대한 더 많은 정보를 원하신다면 관련된 의학적 문헌이나 연구를 참조하는 것이 좋습니다."
Baseline,The British National Party (BNP) subscribes to what form of radical authoritarian nationalism?,True,0.778,,False,GROUNDED,"The British National Party (BNP) subscribes to fascism, which is a form of radical authoritarian nationalism. Fascism is characterized by dictatorial power, the forcible suppression of opposition, and control of industry and commerce. This political ideology gained prominence in early 20th-century Europe."
Baseline,Saint Seiya: Next Dimension is published in which Akita Shoten-published manga magazine?,True,0.482,,False,GROUNDED,"""Saint Seiya: Next Dimension""는 Akita Shoten에서 발행하는 주간 만화 잡지인 ""Weekly Shōnen Champion""에 게재됩니다. 이 잡지는 불규칙한 날짜에 발행됩니다."
Baseline,"Which opera is by Christoph Willibald Gluck, Iphigénie en Tauride or Der Barbier von Bagdad?",False,0.388,,False,HALLUCINATED,"Christoph Willibald Gluck는 ""Iphigénie en Tauride""라는 오페라를 작곡했습니다. ""Der Barbier von Bagdad""는 다른 작곡가인 Peter Cornelius의 작품입니다. 따라서 ""Iphigénie en Tauride""가 Gluck의 오페라입니다."
Baseline,The Reid Report is hosted by the correspondent who is also a commentator on what website?,False,0.257,,False,HALLUCINATED,"""The Reid Report""는 MSNBC에서 방송되며, 호스트는 Joy Reid입니다. 그녀는 MSNBC의 정치 분석가이자 논평가로 활동하고 있습니다."
Baseline,Eye for an Eye is a 1996 American psychological thriller film starring an American actor who currently stars in what HBO sci-fi drama series?,True,0.687,,False,GROUNDED,"""Eye for an Eye""는 1996년 미국의 심리 스릴러 영화로, 현재 HBO의 SF 드라마 시리즈 ""Westworld""에 출연 중인 에드 해리스(Edward Harris)가 출연합니다."
Baseline,Are nucleoside analogues activated by bacterial deoxyribonucleoside kinases in a species-specific manner?,False,0.265,,False,GROUNDED,"주어진 참고 문서에는 핵산 유사체(nucleoside analogues)와 박테리아의 디옥시리보뉴클레오사이드 키나제(deoxyribonucleoside kinases) 활성화에 대한 정보가 포함되어 있지 않습니다. 따라서 이 질문에 대한 구체적인 답변을 제공할 수 없습니다.   핵산 유사체의 활성화는 일반적으로 특정 효소의 작용에 의존하며, 이러한 효소는 종(species)마다 다르게 발현될 수 있습니다. 그러나 이와 관련된 구체적인 연구 결과나 데이터는 제공된 문서에서 찾을 수 없습니다. 추가적인 정보나 연구 결과가 필요하다면, 관련된 생화학적 또는 분자생물학적 문헌을 참조하는 것이 좋습니다."
Baseline,What city in California was home to a team that Robert Girard played hockey for?,True,0.699,,False,GROUNDED,"Robert Girard played for the California Golden Seals, which were based in Oakland, California."
Baseline,The designers of the Horten H.XVIII also designed the world's first jet-powered flying wing known by what name?,False,0.207,,False,HALLUCINATED,"Horten H.XVIII의 설계자들은 세계 최초의 제트 엔진 비행 날개인 Horten Ho 229를 설계했습니다. Horten Ho 229는 독일의 Horten 형제가 개발한 비행기로, 제2차 세계 대전 중에 제작되었습니다. 이 비행기는 독특한 날개 형태와 제트 엔진을 특징으로 하며, 현대 비행기 디자인에 큰 영향을 미쳤습니다."
Baseline,Which French boxer defeated Hussein Ishaish at the 2016 Summer Olympics as an amateur?,False,0.343,,False,HALLUCINATED,"참고 문서에는 2016년 하계 올림픽에서 Hussein Ishaish를 이긴 프랑스 복서에 대한 정보가 포함되어 있지 않습니다. 하지만, 2016년 하계 올림픽에서 프랑스 복서인 Sofiane Oumiha가 Hussein Ishaish를 이긴 것으로 알려져 있습니다. 추가적인 정보가 필요하시면 말씀해 주세요!"
Baseline,How many countries were Circassian refugees thought to be fleeing to?,False,0.322,,False,GROUNDED,"주어진 참고 문서에는 Circassian refugees에 대한 정보가 포함되어 있지 않습니다. 따라서 그들이 어떤 나라로 도망쳤는지에 대한 구체적인 숫자를 제공할 수 없습니다. Circassian refugees에 대한 추가 정보가 필요하다면, 다른 자료를 참조하시거나 구체적인 질문을 해주시면 도와드리겠습니다."
Baseline,What form of theater do Sean Pol McGreevy and Mack and Mabel have in common?,False,0.229,,False,HALLUCINATED,"Sean Pol McGreevy와 ""Mack and Mabel""은 뮤지컬이라는 공통점을 가지고 있습니다. ""Mack and Mabel""은 1974년에 개막한 뮤지컬로, 헐리우드의 초기 영화 산업과 그 안에서의 사랑 이야기를 다루고 있습니다. Sean Pol McGreevy는 뮤지컬과 관련된 작업을 하는 아티스트로, 그가 참여한 작품이나 활동이 뮤지컬 형식과 관련이 있을 가능성이 높습니다. 따라서 두 사람 모두 뮤지컬이라는 장르에서 활동하고 있다는 점에서 공통점을 찾을 수 있습니다."
+Faithfulness,Archduchess Catherine Renata of Austria is a member of one of the most influential and outstanding royal houses of Europe that was occupied by who between 1438-1740?,True,0.812,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"What 2006 criminal case led by Mike Nifong was the basis of an episode of ""Law & Order""?",True,0.659,,False,GROUNDED,"2006년 마이크 니퐁(Mike Nifong)이 이끌었던 범죄 사건은 듀크 대학교 남자 라크로스 팀의 세 명의 선수들이 잘못된 성폭행 혐의를 받았던 듀크 라크로스 사건(Duke lacrosse case)입니다. 이 사건은 ""Law & Order""의 에피소드 ""Out of Control""의 기초가 되었습니다. 사건의 해결은 인종차별, 언론 편향, 캠퍼스 내 절차적 정의에 대한 공적 논의를 촉발하였고, 결국 주도 검사인 니퐁의 사임과 변호사 자격 박탈로 이어졌습니다."
+Faithfulness,Who is Ronald Dworkin?,False,0.256,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,What game was Sidney Crosby awarded his second Conn Smythe Trophy?,False,0.292,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Vanessa Kirby played Joanna Richard Curtis' movie released on what date?,True,0.424,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Where did Beatrice Helen Beckett's husband serve as prime minister?,False,0.327,,False,GROUNDED,"죄송하지만, 제공된 참고 문서에는 Beatrice Helen Beckett와 그녀의 남편이 누구인지, 그리고 그가 어디에서 총리로 재직했는지에 대한 정보가 포함되어 있지 않습니다. 추가적인 정보가 필요하시면 다른 자료를 참고하시거나 구체적인 질문을 해주시면 도움을 드리겠습니다."
+Faithfulness,What Trust did the author of The Tale of Jemima Puddle-Duck leave her house to?,False,0.237,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Israeli actress, Odeya Rush, is known for her lead role in 2015 American horror comedy film based on the children's book series created by what author?",True,0.688,,False,GROUNDED,"Odeya Rush는 2015년 미국 공포 코미디 영화 ""Goosebumps""에서 주연 역할로 알려져 있습니다. 이 영화는 R.L. Stine이 만든 어린이 책 시리즈를 기반으로 하고 있습니다."
+Faithfulness,Is resection of residual disease after isolated limb infusion ( ILI ) equivalent to a complete response after ILI-alone in advanced extremity melanoma?,False,0.229,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Who was born first, Ken Hughes or Peter Duffell?",False,0.267,,False,GROUNDED,주어진 참고 문서에는 Ken Hughes와 Peter Duffell에 대한 정보가 포함되어 있지 않습니다. 따라서 이 두 인물 중 누가 먼저 태어났는지에 대한 정보를 제공할 수 없습니다. 추가적인 정보가 필요하시면 다른 자료를 참조하시거나 구체적인 질문을 해주시면 도움을 드리겠습니다.
+Faithfulness,"When was the singer of ""Funny Face"" born? ",False,0.245,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Is bilirubin independently associated with oxidized LDL levels in young obese patients?,False,0.303,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,What is the FY2020 unadjusted EBITDA less capex for PepsiCo? Define unadjusted EBITDA as unadjusted operating income + depreciation and amortization [from cash flow statement]. Answer in USD millions. Give a response to the question by relying on the details shown in the P&L statement and the statement of cash flows.,False,0.421,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Godspeed, was under Captain Bartholomew Gosnold, an English lawyer, explorer, and privateer who was instrumental in founding of which organization?",False,0.283,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"From the perspective of a public equities analyst, please answer the following question by primarily taking information that is provided in the P&L statement and the cash flow statement. What is Amcor's FY2020 retention ratio (using total cash dividends paid and net income attributable to shareholders)? Round answer to two decimal places.",False,0.473,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Are both Roberto Devereux and King Priam operas?,True,0.744,,False,GROUNDED,"네, Roberto Devereux와 King Priam은 모두 오페라입니다. Roberto Devereux는 가에타노 도니제티(Gaetano Donizetti)가 작곡한 ""tragédia lirica"" 또는 비극 오페라로, ""Roberto Devereux, ossia Il conte di Essex""라는 제목으로도 알려져 있습니다. 반면, King Priam은 마이클 티펫(Michael Tippett)이 자신의 대본을 바탕으로 작곡한 오페라입니다. 두 작품 모두 오페라 장르에 속합니다."
+Faithfulness,Who is married to Jim Tomlinson and released an album entitled Raconte-moi?,True,0.636,,False,GROUNDED,"Stacey Kent is married to Jim Tomlinson and released an album entitled ""Raconte-moi"" in 2010."
+Faithfulness,Is kAP1 associated with peritoneal carcinomatosis in gastric cancer?,True,0.726,,False,GROUNDED,"네, KAP1은 위암에서 복막암종(peritoneal carcinomatosis)과 관련이 있습니다. 연구 결과에 따르면, KAP1의 발현이 높은 환자들은 복막암종의 발생률이 더 높았으며(P < .05), KAP1의 높은 발현은 독립적인 예후 인자로 나타났습니다. 구체적으로, KAP1의 높은 발현은 복막암종에 대한 오즈비가 4.53으로 보고되었습니다(P < .05). 이는 KAP1이 위암에서 복막암종의 발생과 관련된 중요한 생물학적 역할을 한다는 것을 시사합니다."
+Faithfulness,"What 1977 film written and directed by Claude Chabrol is loosely based on a novel by the author of the poem ""Jabberwocky""?",True,0.631,,False,GROUNDED,"1977년 영화 ""Alice or the Last Escapade"" (프랑스어: ""Alice ou la dernière fugue"")는 Claude Chabrol이 작성하고 감독한 작품으로, Lewis Carroll의 ""Alice's Adventures in Wonderland""에서 매우 느슨하게 영감을 받았습니다. Lewis Carroll은 ""Jabberwocky""라는 시의 저자이기도 합니다."
+Faithfulness,"Jon Ippolito is an artist, educator, new media scholar, and former curator at the Solomon R. Guggenheim Museum, the museum is often referred to as The Guggenheim, is an art museum located at 1071 Fifth Avenue on the corner of East 89th Street in the Upper East Side neighborhood of Manhattan, in which city?",False,0.303,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,What is the name of the 1972 film based on Nicholas Monsarrat's novel and stars Colin Blakely?,True,0.574,,False,GROUNDED,"The name of the 1972 film based on Nicholas Monsarrat's novel and starring Colin Blakely is ""Something to Hide,"" which was also reissued in the U.S. as ""Shattered."""
+Faithfulness,"Along with the New York Islanders and the New York Rangers, which other NHL franchise is popular in the New York metropolitan area?",False,0.249,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Which politician was once a Lieutenant Governor of Kentucky and a mayor in Louisville?,True,0.422,,False,GROUNDED,"그 정치인은 제리 아브람슨(Jerry Abramson)입니다. 그는 켄터키주에서 55대 부지사로 재직했으며, 루이빌의 시장으로도 활동했습니다. 아브람슨은 가족 친화적인 새해 전야 행사로 유명한 루이빌의 공식 행사 장소에서 100주년을 기념하기도 했습니다."
+Faithfulness,In what year was the camp opened that is between the city of Wodonga and the dam across the Murray River downstream of its junction with the Mitta River?,False,0.204,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Buddhist Yip Kei Nam Memorial College the school was founded with funds from a gambling tycoon whose wealth was estimated to be what?,True,0.666,,False,GROUNDED,"Buddhist Yip Kei Nam Memorial College was founded with funds from Yip Hon (葉漢), a gambling tycoon in Hong Kong and Macau, whose wealth was estimated to be HK$ 100 million."
+Faithfulness,"Gerald William Heaney, served for nearly forty years as a federal judge on the United States Court of Appeals for the Eighth Circuit, and was an organizer for several liberal Democratic politicians, including which former   American politician, poet, and a long-time Congressman from Minnesota?",True,0.472,,False,GROUNDED,"Gerald William Heaney는 여러 리버럴 민주당 정치인들을 위해 조직자로 활동했으며, 그 중에는 유진 맥카시(Eugene McCarthy)가 포함됩니다. 유진 맥카시는 미국의 정치인, 시인, 그리고 미네소타주에서 오랜 기간 동안 의원으로 활동한 인물입니다."
+Faithfulness,What 2014 American 3D computer-animated musical fantasy adventure comedy film features a song recorded by British singer Leah McFall?,False,0.293,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,"Who is older, Michael Howard or Clark Johnson?",False,0.252,,True,GROUNDED,제공된 참고 문서에는 Michael Howard와 Clark Johnson에 대한 정보가 포함되어 있지 않습니다. 따라서 이 두 사람의 나이를 비교할 수 있는 정보가 없습니다. 추가적인 정보를 제공해 주시면 더 도움을 드릴 수 있습니다.
+Faithfulness,Are Jan Bucquoy and Richard Linklater of the same nationality?,True,0.73,,False,GROUNDED,"아니요, Jan Bucquoy와 Richard Linklater는 다른 국적을 가지고 있습니다. Jan Bucquoy는 벨기에에서 태어난 반정부주의자이자 작가-영화 제작자로, 벨기에 국적을 가지고 있습니다. 반면, Richard Linklater는 미국에서 태어난 영화 제작자, 각본가, 배우로, 미국 국적을 가지고 있습니다. 따라서 두 사람은 서로 다른 국적입니다."
+Faithfulness,Does association of Dry Eye test With Extraocular Signs Among 3514 Participants in the Sjögren 's Syndrome International Registry?,False,0.273,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,Which alcoholic brand named after the man who rebuilt its business did Justin Timberlake sing about in 2015?,True,0.642,,False,GROUNDED,"Justin Timberlake sang about the alcoholic brand ""Jim Beam"" in his song ""Drink You Away,"" which is featured on his fourth studio album, ""The 20/20 Experience – 2 of 2,"" released in 2013. The brand is named after James B. Beam, who rebuilt the business after Prohibition ended."
+Faithfulness,How many months did the Eastern Legion train for?,True,0.262,faithfulness_check,True,GROUNDED,제공된 문서에 근거가 없어 답변드릴 수 없습니다.
+Faithfulness,The 1996 Air Force Falcons finished the season with a 5–3 record in in an American collegiate athletic conference formed on what date?,True,0.77,,False,GROUNDED,"The 1996 Air Force Falcons finished the season with a 5–3 record in the Western Athletic Conference (WAC), which is an American collegiate athletic conference formed on July 27, 1962."
